Date,Close
30/09/2019,6.169,102051
28/02/2023;6.843,238770
1/3/2023;6.844,936035
2/3/2023;6.857,415039
3/3/2023;6.813,636230
6/3/2023;6.807,000977
7/3/2023;6.766,757813
8/3/2023;6.776,370117
9/3/2023;6.799,794922
10/3/2023;6.765,301758
13/03/2023;6.786,955078
14/03/2023;6.641,813965
15/03/2023;6.628,137207
16/03/2023;6.565,728027
17/03/2023;6.678,236816
20/03/2023;6.612,490234
21/03/2023;6.691,610840
24/03/2023;6.762,253906
27/03/2023;6.708,933105
28/03/2023;6.760,328125
29/03/2023;6.839,436035
30/03/2023;6.808,951172
31/03/2023;6.805,276855
3/4/2023;6.827,174805
4/4/2023;6.833,178223
5/4/2023;6.819,674805
6/4/2023;6.792,765137
10/4/2023;6.771,234863
11/4/2023;6.811,313965
12/4/2023;6.798,963867
13/04/2023;6.785,598145
14/04/2023;6.818,574219
17/04/2023;6.787,582031
18/04/2023;6.821,807129
26/04/2023;6.910,146973
27/04/2023;6.945,477051
28/04/2023;6.915,715820
2/5/2023;6.863,301758
3/5/2023;6.812,722168
4/5/2023;6.844,026855
5/5/2023;6.787,630859
8/5/2023;6.769,630859
9/5/2023;6.779,979980
10/5/2023;6.811,904785
11/5/2023;6.755,937988
12/5/2023;6.707,763184
15/05/2023;6.711,740234
16/05/2023;6.676,563965
17/05/2023;6.663,113770
19/05/2023;6.700,561035
22/05/2023;6.729,646973
23/05/2023;6.736,684082
24/05/2023;6.745,804199
25/05/2023;6.704,230957
26/05/2023;6.687,000977
29/05/2023;6.681,102051
30/05/2023;6.636,422852
31/05/2023;6.633,261230
5/6/2023;6.633,437012
6/6/2023;6.618,922852
7/6/2023;6.619,754883
8/6/2023;6.666,330078
9/6/2023;6.694,023926
12/6/2023;6.722,373047
13/06/2023;6.719,014160
14/06/2023;6.699,716797
15/06/2023;6.713,794922
16/06/2023;6.698,546875
19/06/2023;6.686,059082
20/06/2023;6.660,455078
21/06/2023;6.702,625000
22/06/2023;6.652,261230
23/06/2023;6.639,732910
26/06/2023;6.664,667969
27/06/2023;6.661,878906
3/7/2023;6.696,715820
4/7/2023;6.681,753906
5/7/2023;6.718,977051
6/7/2023;6.757,331055
7/7/2023;6.716,458984
10/7/2023;6.731,038086
11/7/2023;6.796,923828
12/7/2023;6.808,208984
13/07/2023;6.810,212891
14/07/2023;6.869,571777
17/07/2023;6.867,144043
18/07/2023;6.830,203125
20/07/2023;6.864,188965
21/07/2023;6.880,801758
24/07/2023;6.899,395996
25/07/2023;6.917,710938
26/07/2023;6.948,278809
27/07/2023;6.896,663086
28/07/2023;6.900,229980
31/07/2023;6.931,358887
1/8/2023;6.886,496094
2/8/2023;6.854,509766
3/8/2023;6.898,077148
4/8/2023;6.852,841797
7/8/2023;6.886,366211
8/8/2023;6.868,812988
9/8/2023;6.875,111816
10/8/2023;6.893,275879
11/8/2023;6.879,979004
14/08/2023;6.910,171875
15/08/2023;6.915,101074
16/08/2023;6.900,538086
18/08/2023;6.859,912109
21/08/2023;6.866,033203
22/08/2023;6.916,450195
23/08/2023;6.921,410156
24/08/2023;6.899,392090
25/08/2023;6.895,442871
28/08/2023;6.921,727051
29/08/2023;6.957,834961
30/08/2023;6.966,655762
31/08/2023;6.953,259766
1/9/2023;6.977,653809
4/9/2023;6.996,750000
5/9/2023;6.991,708008
6/9/2023;6.995,953125
7/9/2023;6.954,808105
8/9/2023;6.924,779785
11/9/2023;6.963,393066
12/9/2023;6.933,969238
13/09/2023;6.935,476074
14/09/2023;6.959,333008
15/09/2023;6.982,791016
18/09/2023;6.936,083008
19/09/2023;6.980,320801
20/09/2023;7.011,681152
21/09/2023;6.991,465820
22/09/2023;7.016,844238
25/09/2023;6.998,380859
26/09/2023;6.923,799805
27/09/2023;6.937,828125
29/09/2023;6.939,892090
2/10/2023;6.961,458984
3/10/2023;6.940,887207
4/10/2023;6.886,576172
5/10/2023;6.874,826172
6/10/2023;6.888,518066
9/10/2023;6.891,455078
10/10/2023;6.922,187988
11/10/2023;6.931,752930
12/10/2023;6.935,150879
13/10/2023;6.926,779785
16/10/2023;6.896,291992
17/10/2023;6.939,615234
18/10/2023;6.927,905762
19/10/2023;6.846,426758
20/10/2023;6.849,167969
23/10/2023;6.741,963867
24/10/2023;6.806,762207
25/10/2023;6.834,388184
26/10/2023;6.714,519043
27/10/2023;6.758,792969
30/10/2023;6.735,892090
