Date,Close_Normalized
2019-09-30,0.5327069415125323
2019-10-01,0.5253417956933244
2019-10-02,0.5055693780125896
2019-10-03,0.5015358868744884
2019-10-04,0.5069604620196175
2019-10-07,0.492477054664626
2019-10-08,0.5017918629871245
2019-10-09,0.4992993582406364
2019-10-10,0.4979818264993112
2019-10-11,0.5175951334686077
2019-10-14,0.5226267687551249
2019-10-15,0.5300962401215954
2019-10-16,0.5328238559667571
2019-10-17,0.5355506558509826
2019-10-18,0.5381605412809838
2019-10-21,0.5398411722966627
2019-10-22,0.5461698240421899
2019-10-23,0.5538827991119752
2019-10-24,0.5734202224304019
2019-10-25,0.5525791387065615
2019-10-28,0.5556917680349822
2019-10-29,0.5594527308464465
2019-10-30,0.5629402323952475
2019-10-31,0.5468429858462349
2019-11-01,0.541799693872608
2019-11-04,0.5353907289398836
2019-11-05,0.5553976749923628
2019-11-06,0.5442714501027743
2019-11-07,0.531876650411844
2019-11-08,0.5348277211460186
2019-11-11,0.5278460733858388
2019-11-12,0.5355454105924442
2019-11-13,0.5263566087921068
2019-11-14,0.5159599625538864
2019-11-15,0.5229772791225169
2019-11-18,0.5216117226610608
2019-11-19,0.5286457079413331
2019-11-20,0.5293664279974961
2019-11-21,0.5203557372441305
2019-11-22,0.5162683931617054
2019-11-25,0.5092307943060417
2019-11-26,0.49858982840357013
2019-11-27,0.4978381023092906
2019-11-28,0.481132387388006
2019-11-29,0.49516224101856743
2019-12-02,0.5233854890049054
2019-12-03,0.5243023875075474
2019-12-04,0.5192850895475052
2019-12-05,0.5286522356288208
2019-12-06,0.5369481510478573
2019-12-09,0.5386008066351566
2019-12-10,0.5361452528873434
2019-12-11,0.5353322134639511
2019-12-12,0.5256156064489106
2019-12-13,0.5394427539455056
2019-12-16,0.5428502922774818
2019-12-17,0.5506709732359143
2019-12-18,0.5609117721289909
2019-12-19,0.5520026093084325
2019-12-20,0.5602247392277595
2019-12-23,0.5653664117880906
2019-12-26,0.5685970047656785
2019-12-27,0.5709534784634924
2019-12-30,0.5638454746882287
2020-01-02,0.5600359044297039
2020-01-03,0.5695573819544832
2020-01-06,0.5537865166764313
2020-01-07,0.5590249379015948
2020-01-08,0.5462149346502245
2020-01-09,0.557866400612792
2020-01-10,0.5579732905405033
2020-01-13,0.5631359448511626
2020-01-14,0.570020493976138
2020-01-15,0.5599843826318227
2020-01-16,0.5606247897395131
2020-01-17,0.5619638859580958
2020-01-20,0.55083591241027
2020-01-21,0.5491910667006825
2020-01-22,0.5480691306789072
2020-01-23,0.5518306762173006
2020-01-24,0.5506129239892701
2020-01-27,0.5241381477964866
2020-01-28,0.5188804932405078
2020-01-29,0.5193247216629948
2020-01-30,0.5060877414277087
2020-01-31,0.4780260525130662
2020-02-03,0.4646866118863964
2020-02-04,0.47379848084092147
2020-02-05,0.48720786039662745
2020-02-06,0.4892693085932449
2020-02-07,0.49224427495111955
2020-02-10,0.480899141206486
2020-02-11,0.48145154174690874
2020-02-12,0.4715884126886676
2020-02-13,0.461770394238461
2020-02-14,0.4605745559806109
2020-02-17,0.46071256868280464
2020-02-18,0.46535312926658823
2020-02-19,0.4753387680079646
2020-02-20,0.4786082933990221
2020-02-21,0.4642294448252997
2020-02-24,0.4462761370917261
2020-02-25,0.441522741858398
2020-02-26,0.41807585227051125
2020-02-27,0.3814967747013389
2020-02-28,0.3616850746367619
2020-03-02,0.33985179148633926
2020-03-03,0.3774227189891708
2020-03-04,0.4088169950434968
2020-03-05,0.405950783769212
2020-03-06,0.3726272437575453
2020-03-09,0.28627313894854467
2020-03-10,0.30633009137467404
2020-03-11,0.29040209656125393
2020-03-12,0.2287259219384281
2020-03-13,0.23154830503362733
2020-03-16,0.17976568278023008
2020-03-17,0.12392602301922961
2020-03-18,0.09382876318518907
2020-03-19,0.040055564122787324
2020-03-20,0.06142666794885687
2020-03-23,0.01238623210110279
2020-03-24,0.0
2020-03-26,0.09579346271697409
2020-03-27,0.14512997302214226
2020-03-30,0.11384013877399513
2020-03-31,0.14354469198343023
2020-04-01,0.12614331832226622
2020-04-02,0.14181510378904338
2020-04-03,0.16371669370790576
2020-04-06,0.20869193267742192
2020-04-07,0.2007691410592527
2020-04-08,0.16449627897164887
2020-04-09,0.16983995844137634
2020-04-13,0.16382766344029687
2020-04-14,0.18354564544977836
2020-04-15,0.16430767716887518
2020-04-16,0.1296214950465735
2020-04-17,0.16643615018243252
2020-04-20,0.15237144346563136
2020-04-21,0.1347091979262156
2020-04-22,0.15037981770040942
2020-04-23,0.15658479407021764
2020-04-24,0.13331146973405916
2020-04-27,0.1373882063243166
2020-04-28,0.14130641493006557
2020-04-29,0.15032281740998288
2020-04-30,0.18591179394245794
2020-05-04,0.15943340417428353
2020-05-05,0.1653170117751126
2020-05-06,0.1602219650083223
2020-05-08,0.15751008541622546
2020-05-11,0.16745888941784304
2020-05-12,0.15543406665912674
2020-05-13,0.1472279059881465
2020-05-14,0.13755361172796077
2020-05-15,0.13606706124632506
2020-05-18,0.13689094091844223
2020-05-19,0.14586642933137028
2020-05-20,0.14522100996042298
2020-05-26,0.16452110729265024
2020-05-27,0.16804381165933813
2020-05-28,0.1858598061540131
2020-05-29,0.19479449652014313
2020-06-02,0.21720955456595803
2020-06-03,0.23953007835701756
2020-06-04,0.23372864933798865
2020-06-05,0.2411477645991611
2020-06-08,0.27045809552103517
2020-06-09,0.26198197090386666
2020-06-10,0.23467830253698496
2020-06-11,0.2189396089896336
2020-06-12,0.22505214973329601
2020-06-15,0.20976829210059877
2020-06-16,0.25038062781259063
2020-06-17,0.2506952361375252
2020-06-18,0.2357682998233419
2020-06-19,0.23983303023356695
2020-06-22,0.23423640549966485
2020-06-23,0.2247594556172665
2020-06-24,0.24519477710280158
2020-06-25,0.22896033357380663
2020-06-26,0.23071684847908003
2020-06-29,0.23017493869445937
2020-06-30,0.23102819296027088
2020-07-01,0.23317578256827787
2020-07-02,0.24568295044073962
2020-07-03,0.24735740350057878
2020-07-06,0.25095552528884757
2020-07-07,0.2505295974998747
2020-07-08,0.27179800770055373
2020-07-09,0.2662166527517038
2020-07-10,0.26107498019137254
2020-07-13,0.2689984712728366
2020-07-14,0.2725018258110683
2020-07-15,0.27170825295249745
2020-07-16,0.2770977420161056
2020-07-17,0.2726123293141707
2020-07-20,0.26581368836657826
2020-07-21,0.2809973002566928
2020-07-22,0.2799177939648625
2020-07-23,0.28823084456355375
2020-07-24,0.27342548523520405
2020-07-27,0.2814644920830274
2020-07-28,0.28058664273022105
2020-07-29,0.2893337804885203
2020-07-30,0.28933308102522526
2020-08-03,0.25509905370076336
2020-08-04,0.27151825222313386
2020-08-05,0.28394359172289274
2020-08-06,0.2961713540883071
2020-08-07,0.28796426072002546
2020-08-10,0.2912923018257405
2020-08-11,0.2990116880853726
2020-08-12,0.309344223380025
2020-08-13,0.31072831370900134
2020-08-14,0.312743135873353
2020-08-18,0.3240787113207615
2020-08-19,0.3187399278553744
2020-08-24,0.31974996168618186
2020-08-25,0.3345144067088175
2020-08-26,0.33485815615471504
2020-08-27,0.34229300766895254
2020-08-28,0.3363695351960767
2020-08-31,0.3105461228573496
2020-09-01,0.3277802259589915
2020-09-02,0.3280884233328041
2020-09-03,0.3206504244724635
2020-09-04,0.3108718049037402
2020-09-07,0.3085668530038077
2020-09-08,0.3118793908517399
2020-09-09,0.28927316686142723
2020-09-10,0.22770248323972253
2020-09-11,0.2576029816616301
2020-09-14,0.29224580183413473
2020-09-15,0.27769245555010724
2020-09-16,0.2675745160718135
2020-09-17,0.26278067276205963
2020-09-18,0.26775146142620176
2020-09-21,0.2534606189422979
2020-09-22,0.23787975415488516
2020-09-23,0.2340272881758516
2020-09-24,0.21607537913014352
2020-09-25,0.2406724134021918
2020-09-28,0.23130410186701722
2020-09-29,0.2247511795102659
2020-09-30,0.22258855311248915
2020-10-01,0.24647419215286792
2020-10-02,0.23612300649305462
2020-10-05,0.2437705886677719
2020-10-06,0.2534275145142959
2020-10-07,0.2546464324349105
2020-10-08,0.2629576181164479
2020-10-09,0.2664241381536452
2020-10-12,0.2758384927554314
2020-10-13,0.28526158969350623
2020-10-14,0.29565264070281594
2020-10-15,0.27871531152188345
2020-10-16,0.2783009239223795
2020-10-19,0.28377154213412004
2020-10-20,0.277447669656568
2020-10-21,0.2766374278476307
2020-10-22,0.2755321605374972
2020-10-23,0.2803954763082739
2020-10-26,0.2880014449527071
2020-10-27,0.2842239301659666
2020-11-02,0.28109731300399354
2020-11-03,0.2916785974992242
2020-11-04,0.2787270847066343
2020-11-05,0.31575971600023656
2020-11-06,0.3337124410068808
2020-11-09,0.33860058509865887
2020-11-10,0.36408059748441124
2020-11-11,0.375246804221137
2020-11-12,0.36309306058943824
2020-11-13,0.36367938128007404
2020-11-16,0.3717516090535402
2020-11-17,0.3801231751281642
2020-11-18,0.38670675403010946
2020-11-19,0.395429996164709
2020-11-20,0.39008177089973795
2020-11-23,0.4094443467762121
2020-11-24,0.42096630937759283
2020-11-25,0.41576647083425167
2020-11-26,0.4350241386752587
2020-11-27,0.4406148186873269
2020-11-30,0.3998120160166829
2020-12-01,0.4266272780503446
2020-12-02,0.4479321727816856
2020-12-03,0.45006997109718583
2020-12-04,0.44709570396388165
2020-12-07,0.47580852397602325
2020-12-08,0.4790672091183561
2020-12-10,0.4765102439353772
2020-12-11,0.47761574447951727
2020-12-14,0.49532601450033953
2020-12-15,0.4947558962920573
2020-12-16,0.5206035537474072
2020-12-17,0.5194051513478326
2020-12-18,0.517242874681703
2020-12-21,0.531876650411844
2020-12-22,0.4978977834778069
2020-12-23,0.4944171588706916
2020-12-28,0.514671805167531
2020-12-29,0.5009736948028343
2020-12-30,0.4873423760210709
2021-01-04,0.5173798381889545
2021-01-05,0.5251252182234467
2021-01-06,0.5080180543412676
2021-01-07,0.5290140527129505
2021-01-08,0.5538896765311103
2021-01-11,0.5837546228809329
2021-01-12,0.5867940494365738
2021-01-13,0.5962322999007841
2021-01-14,0.5945874541911969
2021-01-15,0.5814807935167583
2021-01-18,0.5854011002736674
2021-01-19,0.569173067934519
2021-01-20,0.5949319033391143
2021-01-21,0.5911443637871356
2021-01-22,0.5656568912553188
2021-01-25,0.5540655726905561
2021-01-26,0.5258003614422864
2021-01-27,0.5183991973217048
2021-01-28,0.4874173272133637
2021-01-29,0.4594781477431318
2021-02-01,0.5084627489930429
2021-02-02,0.5028039949690923
2021-02-03,0.5108977872198162
2021-02-04,0.5179331711879538
2021-02-05,0.5285595665299436
2021-02-08,0.5421996276479959
2021-02-09,0.5357076686499853
2021-02-10,0.5405194628616055
2021-02-11,0.5454593617465469
2021-02-15,0.5568711705764724
2021-02-16,0.5621402483468301
2021-02-17,0.5467024085248677
2021-02-18,0.5401565965825332
2021-02-19,0.547706031404553
2021-02-22,0.5532873863534031
2021-02-23,0.5574639024569548
2021-02-24,0.5522709413327489
2021-02-25,0.5614837554931518
2021-02-26,0.5500607564441293
2021-03-01,0.5731495590209188
2021-03-02,0.5780892246718536
2021-03-03,0.5822792623796691
2021-03-04,0.5617589649366033
2021-03-05,0.5541078856841355
2021-03-08,0.5516527984043356
2021-03-09,0.5399987680613194
2021-03-10,0.5555235650168828
2021-03-12,0.5778514324563657
2021-03-15,0.5697466832205518
2021-03-16,0.5662709546177769
2021-03-17,0.558519279891079
2021-03-18,0.5753734985090837
